closing_id,building_id,apartment_number,close_price,close_date
309,91,22E,1840000.0,2018-02-15
310,91,40G,1260000.0,2018-04-19
311,91,42L,2874519.75,2016-02-12
312,91,11D,834564.28,2014-05-29
313,91,7F,1024868.63,2015-03-10
314,91,10F,1053888.75,2015-05-21
315,91,31A,1939766.25,2015-05-26
316,91,7H,1619017.5,2017-03-28
317,91,10C,1156028.21,2018-05-15
318,91,10C,987702.5,2018-05-15
319,91,11E,1784050.92,2014-05-29
320,91,17G,992812.74,2014-05-29
321,91,39C,1265000.0,2014-11-13
322,91,D10,1672984.75,2015-07-08
323,91,43K,1838348.55,2015-07-09
324,91,8G,885877.5,2015-01-29
325,91,35D,1140440.0,2015-09-24
326,91,35B,1060000.0,2018-05-29
327,91,38F,1272812.5,2018-05-25
328,91,33F,1349181.25,2015-11-09
329,91,44J,1542500.0,2017-09-20
330,91,38C,1200000.0,2018-06-11
331,91,8B,1017231.75,2017-08-18
332,91,8F,994997.25,2017-12-06
333,91,39D,1125000.0,2017-12-27
334,91,44B,1340000.0,2016-01-27
335,91,25D,1075000.0,2016-03-10
336,91,28G,924900.0,2014-03-25
337,91,9E,1880000.0,2016-07-29
338,91,21H,1790000.0,2015-02-24
339,91,40E,2200000.0,2017-05-17
340,91,19A,1650000.0,2017-07-27
341,91,26D,976500.0,2017-05-01
342,91,31D,1100000.0,2015-06-30
343,91,D2,1520000.0,2016-08-04
344,91,10H,1690000.0,2016-02-22
345,91,38I,2019035.0,2015-06-29
346,91,15F,1085000.0,2017-04-24
347,91,32A,2016135.0,2015-07-15
348,91,11F,1065000.0,2017-03-13
349,91,14D,985000.0,2015-07-27
350,91,PH-3,4500000.0,2016-05-16
351,91,45J,1555000.0,2014-11-06
352,91,35F,1335000.0,2016-08-22
353,91,14E,1898018.0,2015-04-15
354,91,34B,1180000.0,2014-10-08
355,91,35C,1145000.0,2014-08-27
356,91,37I,1825000.0,2016-10-28
357,91,7D,856000.0,2014-12-30
358,91,41A,2140000.0,2017-03-31
359,91,19E,1940000.0,2017-06-15
360,91,D1,1255000.0,2017-07-28
361,91,D3,1445915.0,2015-01-12
362,91,32I,1975405.0,2015-08-17
363,91,40C,1280000.0,2017-02-28
364,91,43A,2400000.0,2016-07-07
365,91,29I,1750000.0,2017-08-25
366,91,37A,2075000.0,2016-10-19
367,91,23G,982500.0,2017-11-29
368,91,28A,1900000.0,2017-08-14
369,91,32E,2020000.0,2017-07-28
370,91,44L,2555000.0,2017-05-09
371,91,20B,1070000.0,2014-08-19
372,91,32D,1015000.0,2017-07-13
373,91,24A,1840000.0,2017-10-13
374,91,17E,1850000.0,2017-06-06
375,91,22G,977520.0,2014-11-20
376,91,12C,1175000.0,2016-05-18
377,91,12B,965000.0,2014-08-28
378,91,37F,1325000.0,2016-08-18
379,91,44A,2155000.0,2017-04-18
380,91,21A,1975405.0,2015-11-02
381,91,23A,1920000.0,2016-09-07
382,91,36G,1120075.0,2015-01-29
383,91,35A,2050000.0,2016-10-19
384,91,34F,1295000.0,2015-06-17
385,91,27C,1180000.0,2014-08-12
386,91,37C,1200000.0,2014-08-27
387,91,22H,1660000.0,2017-05-31
388,91,20F,1116002.0,2015-05-07
389,91,28B,1250000.0,2017-02-07
390,91,43C,1265000.0,2017-10-16
391,91,34D,1110000.0,2015-10-06
392,91,16H,1730000.0,2015-09-29
393,91,45C,1350000.0,2016-12-29
394,91,14C,1110000.0,2017-11-29
395,91,10E,1853215.0,2015-05-04
396,91,11A,1665000.0,2016-05-26
397,91,46A,3340000.0,2016-10-06
398,91,D7,1295000.0,2017-11-16
399,91,24C,1010000.0,2014-10-06
400,91,21D,935000.0,2014-09-15
401,91,16A,1670000.0,2015-04-09
402,91,41B,1295000.0,2017-08-17
403,91,9H,1665000.0,2016-05-12
404,91,16G,1045000.0,2014-08-25
405,91,8C,1165000.0,2015-10-05
406,91,9F,1095000.0,2016-05-12
407,91,35B,500.0,2016-11-01
408,91,19F,1080000.0,2014-03-06
409,91,25G,1080000.0,2014-09-05
410,91,42C,1310000.0,2017-04-21
411,91,25H,1991000.0,2015-08-25
412,91,14G,1032500.0,2017-04-28
413,91,39F,1345000.0,2017-01-27
414,91,38C,1200000.0,2014-10-08
415,91,D6,1545000.0,2014-12-23
416,91,45K,1660000.0,2016-11-02
417,91,12A,1675000.0,2016-09-22
418,91,33B,1235000.0,2017-08-28
419,91,27A,2000000.0,2016-05-02
420,91,22G,486720.0,2016-03-02
421,91,14F,1127500.0,2016-07-28
422,91,10A,1615000.0,2017-03-16
423,91,18B,1150000.0,2016-11-18
424,91,14H,1690000.0,2016-07-29
425,91,21F,1160000.0,2016-05-02
426,91,41L,2644370.0,2016-09-09
427,91,18A,1780000.0,2015-03-02
428,91,8H,1450000.0,2014-09-09
429,91,35I,1810000.0,2017-04-17
430,91,26A,1900000.0,2017-05-10
431,91,19C,1151000.0,2014-12-15
432,91,19G,1125000.0,2016-03-29
433,91,41C,1255000.0,2017-08-09
434,91,46B,1420000.0,2017-03-23
435,91,27G,1181170.0,2015-05-07
436,91,10G,997885.0,2015-01-29
437,91,18F,1075272.0,2015-04-02
438,91,12E,1950000.0,2016-05-09
439,91,31B,1282500.0,2016-02-11
440,95,3G,460000.0,2015-04-29
441,95,2F,175000.0,2016-02-26
442,95,5E,508000.0,2015-12-14
443,95,11H,550000.0,2017-02-01
444,95,9L,106403.5,2017-06-09
445,95,4M,750000.0,2014-06-03
446,95,7E,632500.0,2018-06-25
447,95,6J,490000.0,2016-04-08
448,95,6L,720000.0,2016-06-08
449,95,9K,945000.0,2017-11-08
450,95,11F,657500.0,2017-09-27
451,95,7E,499000.0,2015-08-31
452,95,6L,880000.0,2017-12-12
453,95,10D,875000.0,2016-07-18
454,95,8L,385000.0,2014-01-08
455,95,12B,798800.0,2016-06-27
456,95,9-H,555000.0,2017-09-18
457,95,M-C,450000.0,2015-07-17
458,95,4A,770000.0,2017-08-21
459,95,7A,675000.0,2016-03-17
460,95,12E,580000.0,2017-11-20
461,95,12C,1140000.0,2014-07-23
462,95,4H,405000.0,2014-01-22
463,95,3B,1100000.0,2015-12-14
464,95,8B,955000.0,2014-12-05
465,95,2E,452000.0,2015-01-02
466,95,2H,420000.0,2014-06-20
467,95,ME,500000.0,2016-08-12
468,95,4C,788000.0,2016-06-03
469,95,9A,620000.0,2014-11-25
470,95,10C,737500.0,2014-10-24
471,100,4C,685000.0,2018-05-17
472,100,21E,399000.0,2014-09-18
473,100,9M,420000.0,2015-05-15
474,100,19J,652000.0,2015-06-05
475,100,4M,547500.0,2017-02-01
476,100,4L,500000.0,2017-10-20
477,100,10J,645000.0,2018-03-14
478,100,11J,519000.0,2017-08-01
479,100,4G,300000.0,2014-12-23
480,100,11A,699000.0,2014-12-12
481,100,2L,760000.0,2014-02-20
482,100,9D,875000.0,2016-11-30
483,100,10B,487500.0,2017-05-18
484,100,8D,860000.0,2016-06-27
485,100,20B,420000.0,2015-07-08
486,100,3F,829000.0,2016-11-17
487,100,11D,760000.0,2016-12-28
488,100,17G,1050000.0,2016-05-20
489,100,23E,625000.0,2014-03-31
490,100,6D,775000.0,2015-08-03
491,100,13E,425000.0,2014-06-13
492,100,11H,540000.0,2016-08-22
493,100,4-J,795000.0,2015-01-28
494,100,3L,780000.0,2017-06-30
495,100,19A,398000.0,2015-04-16
496,100,21E,430000.0,2017-06-19
497,100,2K,775000.0,2017-06-27
498,100,3D,985000.0,2017-08-16
499,100,10A,850000.0,2014-10-20
500,100,11J,435000.0,2014-11-04
501,100,6B,530000.0,2016-08-03
502,100,16B,470000.0,2017-02-02
503,100,7E,710000.0,2017-09-06
504,100,4B,375000.0,2014-04-17
505,100,17H,525000.0,2014-06-24
506,100,11H,435000.0,2014-03-18
507,100,18H,530000.0,2016-05-23
508,100,20E,450000.0,2014-07-30
509,100,17C,1350000.0,2017-09-14
510,100,9G,615000.0,2017-06-26
511,100,18C,1050000.0,2015-10-01
512,100,23A,1550000.0,2016-09-23
513,100,2H,1200000.0,2015-03-18
514,100,2OH,565000.0,2017-05-11
515,100,2E,940000.0,2014-01-30
516,100,8KLM,1575000.0,2014-06-24
517,100,8F,325000.0,2014-02-28
518,100,19E,625000.0,2017-06-26
519,100,17E,531000.0,2016-11-21
520,100,10J,415000.0,2014-07-25
521,103,3C,675000.0,2018-01-29
522,103,3C,675000.0,2018-01-29
523,103,7A,575000.0,2018-03-20
524,103,5A,673800.0,2014-02-20
525,103,6A,585000.0,2018-07-26
526,103,2C,576000.0,2014-05-23
527,103,7A,535000.0,2015-07-17
528,103,5A,775000.0,2015-07-24
529,103,3B,765000.0,2014-12-04
530,103,7B,760000.0,2016-10-24
531,103,PH,1245000.0,2015-06-29
532,103,4C,750000.0,2017-12-15
533,103,3C,625000.0,2014-11-11
534,103,7E,795000.0,2014-04-10
535,103,6B,740000.0,2014-10-22
536,103,2B,790000.0,2017-05-18
537,103,3A,775000.0,2016-03-03
538,103,6D,800000.0,2016-11-14
539,159,1,6150000.0,2014-09-16
540,159,3,5200000.0,2014-02-20
541,159,7R,3210000.0,2016-06-29
542,159,9R,3385000.0,2017-04-10
543,199,"",87000000.0,2014-12-18
544,199,"",87000000.0,2014-12-19
545,262,11D,850000.0,2018-07-17
546,262,7B,910000.0,2018-02-07
547,262,15CD,2165000.0,2018-07-25
548,262,5A,999999.0,2015-07-22
549,262,9D,685000.0,2018-01-05
550,262,2AB,2250000.0,2017-12-20
551,262,3C,615000.0,2014-09-30
552,262,12C,745000.0,2017-04-04
553,262,1A,519500.0,2017-11-06
554,262,3A,749000.0,2014-10-06
555,262,14C,710000.0,2015-07-16
556,262,9C,775000.0,2015-06-03
557,262,6-A,750000.0,2017-06-19
558,270,14D,29500000.0,2017-12-18
559,270,7J,6750000.0,2016-09-27
560,270,1617B,50000000.0,2018-04-05
561,270,33A,15375000.0,2015-11-09
562,270,"10C,S709",15463500.0,2014-11-07
563,270,6E,9500000.0,2014-01-14
564,270,23D,17800000.0,2014-02-11
565,270,8A,35000000.0,2015-11-17
566,270,"4A,S704",5682735.0,2016-11-28
567,270,15M,9500000.0,2014-09-05
568,270,6N,8588000.0,2015-10-05
569,270,35C,25925000.0,2015-01-15
570,270,37C,20625000.0,2016-12-09
571,270,30B,17650000.0,2017-01-12
572,270,9D,13826700.0,2016-11-02
573,270,26A,27500000.0,2017-01-24
574,270,3C,13500000.0,2017-05-19
575,270,8K,3550000.0,2017-12-07
576,270,S601,1200000.0,2016-11-02
577,270,8G,6775000.0,2018-02-02
578,270,12L,9500000.0,2014-08-01
579,270,8B,21500000.0,2017-12-29
580,270,G102,7150000.0,2014-02-10
581,270,6H,5337500.0,2014-06-09
582,270,6E,10200000.0,2015-09-03
583,270,9G,15500000.0,2014-09-24
584,270,2A,14250000.0,2014-09-24
585,270,37A,30000000.0,2014-07-18
586,270,1819B,45000000.0,2015-11-12
587,270,2B,5300000.0,2016-06-02
588,270,3E,9325000.0,2014-09-05
589,270,PH40B,50550000.0,2017-05-15
590,270,38A,28000000.0,2016-06-23
591,270,8L,6600000.0,2015-09-25
592,270,7M,6250000.0,2017-10-25
593,270,15K,13075000.0,2014-05-14
594,270,29D,14500000.0,2015-05-26
595,270,1819B,48000000.0,2014-05-13
596,270,4E,10600000.0,2015-03-19
597,270,27C,24000000.0,2014-03-18
598,270,33A,30002000.0,2014-07-02
599,270,5E,12250000.0,2016-11-10
600,270,37D,22000000.0,2015-07-31
601,270,9M,9750000.0,2014-09-24
602,270,35D,28000000.0,2017-05-08
603,280,7B,4320000.0,2016-10-26
604,295,14A,690000.0,2018-07-02
605,295,12K,625000.0,2018-07-31
606,295,14E,752500.0,2015-06-29
607,295,1A,499000.0,2014-06-30
608,295,18C,718000.0,2015-04-09
609,295,7C,949000.0,2016-08-16
610,295,10D,1299000.0,2017-02-07
611,295,3F,1245000.0,2017-09-07
612,295,11K,615000.0,2018-02-06
613,295,3F,770000.0,2014-04-03
614,295,6C,1069162.5,2017-11-09
615,295,16E,820000.0,2017-12-07
616,295,18AB,2400000.0,2015-07-06
617,295,16J,720000.0,2017-09-13
618,295,11G,1180000.0,2016-05-16
619,295,7K,640000.0,2017-05-22
620,295,4K,585000.0,2016-01-11
621,295,12AB,2200000.0,2016-11-17
622,295,9H,2100000.0,2017-03-30
623,295,10C,962500.0,2017-08-08
624,295,4D,1100000.0,2016-02-18
625,295,2J,710000.0,2016-06-28
626,295,14J,607500.0,2014-10-29
627,295,18C,990000.0,2017-08-10
628,295,10-D,930000.0,2014-09-04
629,295,16F,1020000.0,2015-02-19
630,295,7G,1250000.0,2015-09-29
631,295,8J,750000.0,2015-05-05
632,295,9A,620000.0,2017-03-23
633,295,12D,1250000.0,2015-01-08
634,295,8E,710000.0,2017-10-19
635,295,14A,550000.0,2014-05-15
636,295,15A,560000.0,2015-06-25
637,295,6B,630000.0,2016-05-09
638,295,3J,615000.0,2015-02-10
639,295,5E,722000.0,2015-08-03
640,295,2K,220000.0,2015-08-21
641,296,3G,3850000.0,2014-01-06
642,296,4K,2320000.0,2016-06-21
643,296,3A,2906000.0,2016-09-07
644,296,3K,2147500.0,2014-07-28
645,296,2N,1575000.0,2014-05-15
646,296,2A,1680000.0,2014-12-16
647,296,4J,2850000.0,2017-09-07
648,296,6C,3000000.0,2014-05-30
649,296,2L,1468000.0,2014-04-30
650,296,6M,3425000.0,2016-03-16
651,299,"",18000.0,2015-11-15
652,299,12A,5595000.0,2015-06-24
653,299,15B,3285000.0,2015-08-10
654,299,1A/B,2921250.0,2014-08-20
655,299,PHA,2070000.0,2014-06-17
656,299,4B,2225000.0,2017-01-12
657,299,14B,3000000.0,2017-08-16
658,299,1C,740000.0,2015-04-24
659,313,8,9000000.0,2018-05-17
660,313,4E,2660000.0,2017-12-27
661,313,3E,2200000.0,2015-07-08
662,313,5E,2000000.0,2017-10-26
663,313,7E,2400000.0,2014-05-15
664,330,4E,1085000.0,2014-01-13
665,330,C-1,475000.0,2015-05-01
666,330,C-7,230000.0,2014-05-05
667,330,6B,995000.0,2016-07-19
668,330,C-3,750000.0,2014-06-25
669,330,"5F,5G",2200000.0,2018-02-21
670,330,C-9,280000.0,2016-06-09
671,330,6F,200000.0,2018-05-16
672,330,6A,1235000.0,2016-09-01
673,330,2F,1245000.0,2017-10-11
674,330,6D,1550000.0,2017-05-08
675,330,4E,1340000.0,2016-11-23
676,330,3D,1326250.0,2017-12-12
677,330,6G,1050000.0,2017-12-15
678,351,2N,5753112.5,2015-01-30
679,351,3N,5956762.5,2015-01-20
680,351,6N,6669537.5,2015-01-09
681,351,6S,5854937.5,2015-01-12
682,351,5S,5524006.25,2015-04-30
683,351,6S,6500000.0,2016-11-18
684,351,7N,7081928.75,2015-11-30
685,351,5N,6364062.5,2015-01-14
686,351,RET,4000000.0,2015-01-09
687,351,4S,5040337.5,2015-01-13
688,351,PH,18574000.0,2015-09-04
689,351,5N,6112500.0,2017-02-06
690,351,4N,6109500.0,2015-01-09
691,351,3S,4625000.0,2015-01-15
692,351,ATLR,8349650.0,2015-02-13
693,351,5N,6900000.0,2015-05-12
694,378,8D,575000.0,2018-03-08
695,378,2C,1225000.0,2018-05-09
696,378,2B,1250000.0,2018-06-25
697,378,2D,1365000.0,2014-10-06
698,378,6D,1125000.0,2014-04-17
699,378,6A,1676000.0,2016-01-28
700,378,"MD1,MD2",1972928.75,2015-02-04
701,378,MD4,700000.0,2016-04-05
702,378,4E,1460000.0,2014-08-07
703,378,3E,1550000.0,2016-11-22
704,378,10B,2910000.0,2016-05-11
705,378,6E,1660000.0,2015-04-07
